user_id,group,cancelled_7d,revenue
122,control,0,65.93
123,control,0,243.67
124,control,0,151.82
125,control,0,244.21
126,control,0,82.99
127,control,0,122.36
128,control,0,150.12
129,control,0,236.85
130,control,0,243.78
131,control,0,118.86
132,control,0,101.13
133,control,0,144.58
134,control,1,216.92
135,control,0,153.05
136,control,0,164.0
137,control,0,216.37
138,control,0,206.69
139,control,1,209.01
140,control,1,187.32
141,control,0,231.13
142,control,0,77.1
143,control,0,284.96
144,control,0,213.62
145,control,0,140.38
146,control,0,216.58
147,control,0,129.15
148,control,0,178.49
149,control,0,185.52
150,control,1,201.73
151,control,0,122.42
152,control,0,203.0
153,control,0,123.49
154,control,1,193.86
155,control,0,148.93
156,control,0,40.56
157,control,0,105.79
158,control,0,200.89
159,control,0,131.78
160,control,0,222.81
161,control,0,77.2
162,control,0,191.77
163,control,0,147.15
164,control,0,135.19
165,control,0,79.3
166,control,0,162.6
167,control,0,89.47
168,control,0,111.84
169,control,0,141.56
170,control,0,128.06
171,control,0,211.67
172,control,0,-5.41
173,control,0,139.3
174,control,0,128.23
175,control,0,149.49
176,control,0,117.34
177,control,0,211.43
178,control,1,134.54
179,control,0,157.98
180,control,0,203.54
181,control,0,153.12
182,control,1,73.85
183,control,0,124.4
184,control,0,142.55
185,control,0,51.21
186,control,0,107.29
187,control,0,145.9
188,control,0,270.73
189,control,0,172.27
190,control,0,159.46
191,control,0,251.44
192,control,1,185.27
193,control,0,193.73
194,control,0,125.59
195,control,0,74.07
196,control,0,165.7
197,control,0,259.33
198,control,0,240.78
199,control,0,189.47
200,control,0,108.8
201,control,0,56.96
202,control,0,100.67
203,control,0,163.06
204,control,0,121.74
205,control,0,210.12
206,control,0,60.65
207,control,0,142.27
208,control,0,104.0
209,control,0,209.48
210,control,0,182.56
211,control,0,100.14
212,control,0,201.25
213,control,0,52.63
214,control,0,42.81
215,control,0,96.89
216,control,0,31.03
217,control,0,143.25
218,control,0,145.15
219,control,0,125.67
220,control,0,182.33
221,control,0,106.6
222,control,0,72.14
223,control,0,102.17
224,control,0,76.78
225,control,0,113.29
226,control,1,185.76
227,control,0,44.61
228,control,0,129.62
229,control,0,207.46
230,control,0,214.3
231,control,0,109.08
232,control,0,282.79
233,control,0,86.9
234,control,0,136.29
235,control,0,79.78
236,control,0,175.99
237,control,0,318.07
238,control,0,260.62
239,control,0,200.78
240,control,1,113.55
241,control,1,139.92
242,control,1,216.96
243,control,0,194.97
244,control,0,154.98
245,control,1,158.51
246,control,0,213.34
247,control,1,228.2
248,control,1,59.96
249,control,0,163.62
250,control,0,184.69
251,control,0,118.07
252,control,0,226.74
253,control,0,132.69
254,control,0,228.41
255,control,0,127.9
256,control,1,165.56
257,control,0,164.24
258,control,0,249.76
259,control,0,194.46
260,control,0,122.54
261,control,1,133.66
262,control,0,133.43
263,control,0,151.11
264,control,0,93.33
265,control,0,145.12
266,control,0,232.08
267,control,0,229.42
268,control,0,56.11
269,control,0,46.61
270,control,0,114.41
271,control,0,43.25
272,control,0,74.2
273,control,1,171.07
274,control,0,147.73
275,control,0,46.74
276,control,0,220.2
277,control,0,124.68
278,control,0,118.9
279,control,0,210.99
280,control,0,174.65
281,control,0,147.45
282,control,0,120.32
283,control,0,184.18
284,control,0,124.03
285,control,0,136.3
286,control,0,79.41
287,control,0,218.55
288,control,0,243.16
289,control,0,162.71
290,control,0,120.83
291,control,0,206.13
292,control,0,185.32
293,control,0,123.37
294,control,0,219.07
295,control,0,124.53
296,control,0,72.83
297,control,0,146.05
298,control,0,215.06
299,control,0,156.17
300,control,0,79.64
301,control,0,125.81
302,control,0,221.78
303,control,0,166.43
304,control,0,148.87
305,control,1,142.18
306,control,0,214.79
307,control,0,210.88
308,control,0,65.93
309,control,0,206.4
310,control,0,180.99
311,control,0,245.58
312,control,0,145.85
313,control,1,218.11
314,control,0,178.14
315,control,0,83.17
316,control,0,211.24
317,control,0,198.57
318,control,0,111.0
319,control,0,167.37
320,control,0,276.47
321,control,0,121.02
322,control,0,193.57
323,control,0,84.31
324,control,1,115.78
325,control,0,198.63
326,control,0,165.4
327,control,0,137.93
328,control,0,252.15
329,control,0,94.69
330,control,0,141.24
331,control,0,179.51
332,control,0,97.71
333,control,0,180.55
334,control,0,214.48
335,control,0,143.12
336,control,0,108.88
337,control,0,131.25
338,control,0,-10.7
339,control,0,210.37
340,control,0,165.88
341,control,0,139.41
342,control,0,49.99
343,control,0,216.54
344,control,0,123.74
345,control,0,183.91
346,control,0,149.32
347,control,0,53.11
348,control,0,226.11
349,control,0,214.72
350,control,0,195.84
351,control,0,168.89
352,control,0,78.15
353,control,0,202.14
354,control,0,282.3
355,control,0,156.97
356,control,0,158.14
357,control,0,83.89
358,control,1,25.78
359,control,0,128.45
360,control,0,238.9
361,control,0,230.63
362,control,0,146.08
363,control,0,175.81
364,control,1,76.9
365,control,0,156.67
366,control,1,118.53
367,control,1,153.28
368,control,0,133.52
369,control,0,132.45
370,control,0,209.78
371,control,0,267.84
372,control,0,139.83
373,control,0,235.12
374,control,0,75.51
375,control,0,144.47
376,control,0,72.23
377,control,0,131.26
378,control,0,192.94
379,control,0,217.12
380,control,0,103.29
381,control,0,177.48
382,control,0,223.8
383,control,0,215.26
384,control,0,165.54
385,control,0,114.65
386,control,0,108.67
387,control,0,99.44
388,control,0,148.1
389,control,0,100.61
390,control,1,190.68
391,control,0,163.7
392,control,0,160.98
393,control,0,39.57
394,control,0,151.67
395,control,1,122.45
396,control,0,279.99
397,control,0,73.2
398,control,0,137.67
399,control,0,172.99
400,control,0,91.64
401,control,1,265.7
402,control,0,266.93
403,control,0,98.49
404,control,0,114.49
405,control,0,278.81
406,control,0,233.72
407,control,0,127.84
408,control,1,175.89
409,control,0,66.8
410,control,0,281.8
411,control,1,154.37
412,control,1,185.14
413,control,0,93.9
414,control,0,81.83
415,control,0,177.07
416,control,0,264.98
417,control,0,117.57
418,control,0,91.25
419,control,0,168.31
420,control,0,248.23
421,control,0,111.68
422,control,0,135.01
423,control,0,200.23
424,control,0,206.66
425,control,0,132.93
426,control,0,215.8
427,control,0,181.73
428,control,0,150.97
429,control,0,204.15
430,control,0,195.88
431,control,0,87.18
432,control,0,239.01
433,control,0,170.72
434,control,0,232.54
435,control,0,153.11
436,control,0,164.86
437,control,0,173.93
438,control,0,182.81
439,control,0,241.69
440,control,0,177.99
441,control,1,148.32
442,control,0,210.57
443,control,0,175.83
444,control,0,327.33
445,control,1,167.49
446,control,1,224.26
447,control,0,202.92
448,control,0,27.01
449,control,0,105.79
450,control,0,123.63
451,control,0,60.02
452,control,0,126.28
453,control,1,67.73
454,control,0,83.45
455,control,0,164.49
456,control,0,265.16
457,control,0,68.27
458,control,0,77.07
459,control,0,118.04
460,control,0,141.17
461,control,0,57.47
462,control,0,108.05
463,control,0,102.51
464,control,1,169.1
465,control,0,175.54
466,control,0,140.83
467,control,0,127.33
468,control,0,107.42
469,control,1,153.09
470,control,0,91.43
471,control,1,242.83
472,control,0,60.13
473,control,0,110.62
474,control,0,202.09
475,control,1,126.08
476,control,0,190.32
477,control,0,253.03
478,control,1,199.99
479,control,0,77.88
480,control,0,80.75
481,control,0,138.76
482,control,0,176.58
483,control,0,222.37
484,control,0,102.9
485,control,1,120.91
486,control,0,134.96
487,control,0,133.76
488,control,1,239.74
489,control,0,143.76
490,control,0,159.18
491,control,0,204.69
492,control,0,245.47
493,control,0,147.89
494,control,0,225.55
495,control,0,259.67
496,control,0,143.38
497,control,0,116.18
498,control,1,281.22
499,control,1,217.26
500,control,0,150.75
501,control,0,189.0
502,control,0,87.3
503,control,0,216.57
504,control,0,42.0
505,control,0,214.24
506,control,1,106.7
507,control,0,50.77
508,control,1,29.92
509,control,0,121.43
510,control,0,192.67
511,control,0,66.61
512,control,1,75.87
513,control,0,120.35
514,control,0,198.45
515,control,0,205.95
516,control,0,158.39
517,control,0,209.0
518,control,1,191.26
519,control,0,124.98
520,control,0,204.57
521,control,0,72.95
522,control,1,179.19
523,control,0,80.04
524,control,0,158.57
525,control,0,223.11
526,control,0,162.79
527,control,0,149.25
528,control,0,163.56
529,control,0,189.8
530,control,0,278.04
531,control,1,189.15
532,control,1,119.85
533,control,0,137.48
534,control,0,95.93
535,control,1,75.65
536,control,0,4.05
537,control,0,122.3
538,control,0,65.73
539,control,0,155.82
540,control,1,119.43
541,control,0,84.87
542,control,0,23.79
543,control,0,129.04
544,control,0,44.86
545,control,0,192.37
546,control,0,165.29
547,control,0,136.39
548,control,0,237.04
549,control,0,150.59
550,control,0,173.16
551,control,0,191.25
552,control,0,118.99
553,control,0,119.32
554,control,0,152.49
555,control,0,69.21
556,control,0,257.12
557,control,0,159.65
558,control,0,137.94
559,control,0,275.13
560,control,0,83.91
561,control,0,242.17
562,control,0,198.8
563,control,0,217.02
564,control,0,139.47
565,control,0,153.35
566,control,0,129.4
567,control,0,209.78
568,control,1,173.5
569,control,0,116.49
570,control,0,119.25
571,control,0,149.11
572,control,0,130.06
573,control,0,236.51
574,control,0,198.49
575,control,1,198.37
576,control,0,164.04
577,control,1,100.41
578,control,0,191.77
579,control,0,24.11
580,control,0,160.44
581,control,1,101.27
582,control,0,96.65
583,control,0,122.2
584,control,0,144.96
585,control,0,148.6
586,control,0,197.41
587,control,0,139.57
588,control,0,143.9
589,control,0,66.26
590,control,0,74.08
591,control,0,167.22
592,control,0,187.84
593,control,0,134.37
594,control,0,205.98
595,control,0,65.53
596,control,0,173.91
597,control,0,98.89
598,control,0,94.15
599,control,0,104.11
600,control,0,145.15
601,control,0,176.33
602,control,0,171.78
603,control,0,132.57
604,control,0,187.94
605,control,0,251.2
606,control,0,142.84
607,control,0,155.69
608,control,0,113.3
609,control,0,126.48
610,control,0,224.9
611,control,0,225.52
612,control,0,137.94
613,control,0,179.42
614,control,0,205.23
615,control,1,123.21
616,control,0,71.65
617,control,0,191.36
618,control,0,203.78
619,control,0,194.96
620,control,0,127.55
621,control,0,241.39
622,control,0,167.06
623,control,0,81.14
624,control,0,54.23
625,control,0,132.17
626,control,0,163.49
627,control,0,132.72
628,control,0,269.61
629,control,0,174.24
630,control,0,91.61
631,control,0,13.78
632,control,0,164.1
633,control,0,209.34
634,control,0,261.83
635,control,0,137.86
636,control,0,253.32
637,control,0,68.46
638,control,0,129.37
639,control,0,89.14
640,control,0,197.53
641,control,0,71.94
642,control,0,174.1
643,control,0,75.49
644,control,0,255.47
645,control,0,127.54
646,control,0,172.68
647,control,0,42.67
648,control,0,60.31
649,control,0,103.6
650,control,0,201.03
651,control,0,189.55
652,control,0,215.12
653,control,0,59.42
654,control,0,180.41
655,control,0,116.41
656,control,0,101.51
657,control,0,117.77
658,control,0,143.01
659,control,0,189.66
660,control,0,217.37
661,control,1,181.26
662,control,0,188.0
663,control,0,259.38
664,control,0,191.82
665,control,0,137.17
666,control,0,184.87
667,control,0,252.46
668,control,0,97.78
669,control,0,124.14
670,control,0,237.01
671,control,0,132.57
672,control,0,195.86
673,control,0,227.35
674,control,0,74.65
675,control,1,125.49
676,control,0,222.28
677,control,0,142.41
678,control,1,28.88
679,control,0,119.4
680,control,0,197.67
681,control,0,226.59
682,control,0,153.05
683,control,0,179.03
684,control,1,127.86
685,control,0,204.19
686,control,0,235.51
687,control,0,196.09
688,control,0,142.91
689,control,0,176.05
690,control,0,207.15
691,control,0,151.66
692,control,0,198.03
693,control,0,172.22
694,control,0,235.16
695,control,0,192.01
696,control,0,120.09
697,control,0,234.27
698,control,0,177.6
699,control,0,141.62
700,control,0,68.76
701,control,0,163.88
702,control,0,260.09
703,control,0,-13.76
704,control,0,-11.38
705,control,1,196.04
706,control,0,164.17
707,control,0,190.34
708,control,0,118.42
709,control,0,21.49
710,control,0,100.08
711,control,0,243.6
712,control,0,122.9
713,control,0,123.42
714,control,0,-7.76
715,control,1,41.73
716,control,0,216.61
717,control,1,134.43
718,control,0,209.47
719,control,0,104.78
720,control,1,61.93
721,control,0,134.34
722,control,0,115.62
723,control,0,100.01
724,control,0,101.58
725,control,0,141.9
726,control,0,120.51
727,control,0,94.06
728,control,0,258.28
729,control,0,177.48
730,control,0,159.51
731,control,0,146.01
732,control,0,189.94
733,control,0,181.91
734,control,0,87.94
735,control,0,58.06
736,control,0,13.55
737,control,0,257.52
738,control,0,123.28
739,control,0,185.52
740,control,0,162.12
741,control,0,204.75
742,control,0,146.13
743,control,0,70.32
744,control,0,87.77
745,control,0,128.95
746,control,0,54.88
747,control,0,98.74
748,control,1,78.07
749,control,0,130.28
750,control,0,120.24
751,control,1,157.17
752,control,0,201.27
753,control,0,135.44
754,control,0,59.86
755,control,0,27.1
756,control,0,159.74
757,control,0,110.07
758,control,0,140.56
759,control,0,169.77
760,control,0,236.59
761,control,0,45.15
762,control,0,89.25
763,control,0,144.89
764,control,0,81.59
765,control,0,60.66
766,control,0,228.57
767,control,0,87.12
768,control,0,71.45
769,control,0,81.11
770,control,0,215.16
771,control,0,108.28
772,control,0,66.86
773,control,0,99.59
774,control,0,147.11
775,control,0,203.51
776,control,0,198.47
777,control,0,103.33
778,control,0,118.13
779,control,0,276.17
780,control,0,209.74
781,control,0,134.89
782,control,0,12.29
783,control,0,122.47
784,control,0,70.4
785,control,1,98.24
786,control,0,92.08
787,control,0,136.13
788,control,0,154.19
789,control,1,106.11
790,control,0,73.34
791,control,0,139.26
792,control,0,120.1
793,control,0,36.15
794,control,0,186.45
795,control,0,106.27
796,control,1,133.83
797,control,0,136.81
798,control,0,149.07
799,control,1,158.76
800,control,0,71.72
801,control,0,168.74
802,control,0,129.35
803,control,0,215.07
804,control,0,198.9
805,control,0,229.37
806,control,1,93.7
807,control,1,227.2
808,control,0,155.64
809,control,0,191.41
810,control,1,190.46
811,control,0,177.54
812,control,0,84.71
813,control,1,207.3
814,control,0,171.1
815,control,0,61.61
816,control,0,120.98
817,control,0,77.22
818,control,0,64.43
819,control,0,201.2
820,control,0,61.24
821,control,0,70.73
822,control,0,268.69
823,control,0,123.13
824,control,0,189.46
825,control,1,217.49
826,control,0,196.45
827,control,0,158.97
828,control,0,147.76
829,control,0,182.26
830,control,0,136.52
831,control,0,191.69
832,control,0,134.46
833,control,0,141.27
834,control,0,262.91
835,control,0,121.18
836,control,1,151.15
837,control,0,175.83
838,control,0,179.69
839,control,0,167.57
840,control,0,74.98
841,control,0,159.72
842,control,0,164.57
843,control,1,218.4
844,control,0,194.35
845,control,0,222.35
846,control,0,89.81
847,control,1,90.24
848,control,0,169.69
849,control,0,217.97
850,control,0,137.97
851,control,0,105.58
852,control,0,53.91
853,control,0,171.78
854,control,0,143.23
855,control,0,123.96
856,control,0,204.31
857,control,0,144.79
858,control,0,150.05
859,control,0,203.99
860,control,0,281.44
861,control,0,123.33
862,control,0,97.43
863,control,0,90.66
864,control,0,178.61
865,control,0,84.57
866,control,0,127.61
867,control,0,132.88
868,control,0,243.38
869,control,1,221.57
870,control,0,57.8
871,control,0,245.09
872,control,0,77.03
873,control,0,159.62
874,control,0,99.93
875,control,0,126.7
876,control,0,91.18
877,control,0,250.53
878,control,0,141.59
879,control,0,163.54
880,control,0,85.66
881,control,0,65.1
882,control,0,123.35
883,control,0,181.29
884,control,0,142.71
885,control,0,208.47
886,control,0,157.45
887,control,0,150.39
888,control,0,182.11
889,control,0,156.02
890,control,0,206.64
891,control,0,183.31
892,control,0,204.66
893,control,0,192.99
894,control,0,231.62
895,control,0,199.74
896,control,0,254.86
897,control,0,117.53
898,control,0,200.09
899,control,0,67.16
900,control,0,206.82
901,control,0,153.39
902,control,0,206.21
903,control,0,250.77
904,control,0,198.07
905,control,0,125.24
906,control,0,84.72
907,control,0,182.16
908,control,0,132.84
909,control,0,189.82
910,control,0,119.6
911,control,0,94.23
912,control,0,135.5
913,control,0,180.06
914,control,0,157.33
915,control,0,101.21
916,control,0,258.03
917,control,1,141.68
918,control,0,14.29
919,control,0,205.94
920,control,0,149.33
921,control,0,139.77
922,control,0,138.58
923,control,0,138.91
924,control,0,250.14
925,control,0,177.87
926,control,0,165.62
927,control,0,134.24
928,control,0,253.71
929,control,0,200.58
930,control,0,209.34
931,control,0,166.69
932,control,1,210.0
933,control,0,173.59
934,control,0,127.72
935,control,0,172.16
936,control,0,275.83
937,control,1,162.23
938,control,0,226.21
939,control,0,221.48
940,control,0,183.77
941,control,0,249.41
942,control,0,19.62
943,control,0,39.82
944,control,0,253.67
945,control,0,111.15
946,control,0,156.71
947,control,1,255.03
948,control,0,161.98
949,control,0,251.38
950,control,0,126.71
951,control,0,186.95
952,control,0,153.49
953,control,1,239.44
954,control,0,134.3
955,control,0,92.14
956,control,0,121.94
957,control,0,124.6
958,control,0,111.17
959,control,0,108.68
960,control,0,217.3
961,control,0,234.47
962,control,0,173.52
963,control,0,111.16
964,control,0,114.96
965,control,0,25.63
966,control,0,172.78
967,control,0,109.04
968,control,0,238.27
969,control,0,67.31
970,control,0,114.46
971,control,1,144.27
972,control,0,177.91
973,control,0,258.18
974,control,0,67.77
975,control,0,131.88
976,control,0,64.31
977,control,0,197.4
978,control,0,111.19
979,control,0,143.8
980,control,0,139.66
981,control,0,156.98
982,control,0,140.62
983,control,0,91.7
984,control,0,155.09
985,control,0,102.34
986,control,0,198.87
987,control,0,153.44
988,control,0,87.62
989,control,0,294.41
990,control,0,249.53
991,control,0,296.61
992,control,0,129.43
993,control,0,99.89
994,control,0,198.39
995,control,0,216.48
996,control,1,161.8
997,control,0,23.78
998,control,1,91.13
999,control,0,175.35
1000,control,0,110.39
1001,control,0,68.1
1002,control,0,134.54
1003,control,0,-44.8
1004,control,0,113.8
1005,control,0,124.44
1006,control,0,168.62
1007,control,0,182.86
1008,control,0,172.66
1009,control,0,203.83
1010,control,0,139.92
1011,control,1,62.66
1012,control,1,152.65
1013,control,0,97.47
1014,control,0,68.59
1015,control,1,184.74
1016,control,0,65.23
1017,control,0,190.81
1018,control,1,72.47
1019,control,0,132.57
1020,control,0,116.16
1021,control,0,218.21
1022,control,1,185.66
1023,control,1,100.55
1024,control,1,140.54
1025,control,0,229.76
1026,control,0,239.58
1027,control,0,67.87
1028,control,0,228.97
1029,control,0,224.38
1030,control,0,160.72
1031,control,0,144.55
1032,control,0,116.97
1033,control,0,74.8
1034,control,0,170.34
1035,control,0,139.8
1036,control,0,176.1
1037,control,0,177.53
1038,control,0,301.07
1039,control,0,221.8
1040,control,0,182.81
1041,control,0,21.78
1042,control,0,173.54
1043,control,0,244.94
1044,control,0,124.38
1045,control,0,281.44
1046,control,0,182.63
1047,control,0,167.67
1048,control,0,90.55
1049,control,0,240.22
1050,control,0,100.16
1051,control,0,116.14
1052,control,1,37.14
1053,control,0,203.77
1054,control,1,185.26
1055,control,0,150.61
1056,control,0,194.41
1057,control,0,188.76
1058,control,0,128.07
1059,control,0,102.91
1060,control,0,47.08
1061,control,1,139.34
1062,control,0,71.51
1063,control,0,159.76
1064,control,0,140.37
1065,control,0,125.88
1066,control,0,212.79
1067,control,0,90.82
1068,control,0,39.12
1069,control,0,136.48
1070,control,0,105.6
1071,control,0,157.29
1072,control,0,95.18
1073,control,0,175.23
1074,control,1,91.63
1075,control,0,90.98
1076,control,0,186.99
1077,control,0,147.21
1078,control,0,78.78
1079,control,1,92.89
1080,control,0,127.63
1081,control,0,81.42
1082,control,0,132.72
1083,control,0,134.84
1084,control,1,94.98
1085,control,0,189.0
1086,control,0,88.78
1087,control,0,224.74
1088,control,1,136.89
1089,control,0,110.42
1090,control,1,182.36
1091,control,0,152.07
1092,control,0,195.59
1093,control,0,29.94
1094,control,0,181.01
1095,control,0,118.84
1096,control,0,152.26
1097,control,0,144.71
1098,control,0,230.8
1099,control,0,38.37
1100,control,0,246.85
1101,control,1,192.39
1102,control,0,159.13
1103,control,1,63.99
1104,control,1,49.68
1105,control,0,116.34
1106,control,0,188.11
1107,control,0,149.64
1108,control,0,184.69
1109,control,0,62.2
1110,control,0,152.66
1111,control,0,215.72
1112,control,0,237.11
1113,control,0,74.76
1114,control,0,128.88
1115,control,0,129.55
1116,control,0,112.42
1117,control,0,204.47
1118,control,0,322.29
1119,control,0,83.18
1120,control,0,175.49
1121,control,1,167.73
1122,control,0,169.02
1123,control,0,229.98
1124,control,0,172.4
1125,control,0,21.82
1126,control,0,63.79
1127,control,0,85.98
1128,control,0,105.09
1129,control,0,141.63
1130,control,0,137.12
1131,control,0,40.6
1132,control,0,53.48
1133,control,0,22.86
1134,control,0,56.76
1135,control,0,209.47
1136,control,0,133.77
1137,control,0,92.84
1138,control,0,34.95
1139,control,0,89.23
1140,control,0,186.43
1141,control,0,178.54
1142,control,0,134.85
1143,control,0,133.98
1144,control,0,43.72
1145,control,0,103.44
1146,control,0,183.33
1147,control,0,109.51
1148,control,0,247.41
1149,control,0,222.33
1150,control,0,122.77
1151,control,0,134.08
1152,control,0,283.38
1153,control,0,200.83
1154,control,0,154.22
1155,control,0,161.14
1156,control,0,158.93
1157,control,0,148.98
1158,control,0,85.74
1159,control,0,125.86
1160,control,0,63.84
1161,control,0,193.49
1162,control,0,142.05
1163,control,0,196.53
1164,control,0,73.53
1165,control,0,235.32
1166,control,0,227.86
1167,control,0,55.53
1168,control,0,119.65
1169,control,0,126.16
1170,control,0,63.73
1171,control,1,134.41
1172,control,0,183.49
1173,control,0,121.83
1174,control,0,47.23
1175,control,0,196.35
1176,control,0,102.5
1177,control,0,108.82
1178,control,0,250.88
1179,control,0,173.8
1180,control,1,101.46
1181,control,0,78.65
1182,control,0,207.95
1183,control,1,203.82
1184,control,0,119.6
1185,control,1,74.46
1186,control,0,173.14
1187,control,0,185.64
1188,control,0,127.64
1189,control,0,83.81
1190,control,0,151.49
1191,control,0,177.7
1192,control,0,120.77
1193,control,0,165.71
1194,control,0,171.66
1195,control,0,218.73
1196,control,1,124.76
1197,control,1,81.64
1198,control,0,145.96
1199,control,0,251.25
1200,control,0,44.21
1201,control,0,11.22
1202,control,0,143.52
1203,control,0,127.24
1204,control,0,137.5
1205,control,0,135.27
1206,control,0,210.33
1207,control,0,147.45
1208,control,0,199.18
1209,control,1,1.35
1210,control,0,118.26
1211,control,0,101.08
1212,control,0,12.92
1213,control,0,156.2
1214,control,0,143.98
1215,control,0,121.98
1216,control,0,142.44
1217,control,0,156.2
1218,control,0,210.79
1219,control,0,188.55
1220,control,1,169.71
1221,control,0,288.43
1222,control,0,107.52
1223,control,1,68.41
1224,control,0,220.45
1225,control,0,262.01
1226,control,0,111.89
1227,control,0,232.67
1228,control,1,117.99
1229,control,0,185.09
1230,control,0,188.42
1231,control,0,112.14
1232,control,0,260.8
1233,control,0,267.69
1234,control,0,88.73
1235,control,0,162.06
1236,control,0,204.87
1237,control,0,37.04
1238,control,1,151.57
1239,control,0,50.81
1240,control,0,190.05
1241,control,0,155.16
1242,control,0,127.57
1243,control,0,55.99
1244,control,0,114.08
1245,control,0,181.15
1246,control,0,147.54
1247,control,0,221.55
1248,control,1,217.67
1249,control,0,215.12
1250,control,0,117.73
1251,control,0,167.7
1252,control,0,92.09
1253,control,0,74.4
1254,control,0,220.91
1255,control,0,78.81
1256,control,0,72.36
1257,control,0,156.31
1258,control,0,133.76
1259,control,0,138.95
1260,control,0,288.34
1261,control,0,90.33
1262,control,0,179.7
1263,control,0,155.2
1264,control,0,210.56
1265,control,0,102.85
1266,control,0,136.53
1267,control,0,156.85
1268,control,0,63.97
1269,control,0,41.67
1270,control,0,148.75
1271,control,0,230.26
1272,control,0,128.87
1273,control,0,137.09
1274,control,0,219.04
1275,control,0,141.07
1276,control,0,196.61
1277,control,1,309.99
1278,control,0,115.38
1279,control,0,139.38
1280,control,0,173.77
1281,control,0,239.5
1282,control,0,143.09
1283,control,0,193.76
1284,control,0,170.87
1285,control,0,145.67
1286,control,0,124.77
1287,control,0,113.45
1288,control,0,333.93
1289,control,0,57.54
1290,control,0,63.22
1291,control,0,164.68
1292,control,0,162.2
1293,control,0,175.58
1294,control,0,97.53
1295,control,0,88.41
1296,control,0,132.87
1297,control,0,204.46
1298,control,0,88.94
1299,control,0,159.07
1300,control,0,119.26
1301,control,1,58.53
1302,control,0,73.12
1303,control,0,204.62
1304,control,0,113.77
1305,control,0,224.63
1306,control,0,147.77
1307,control,0,67.93
1308,control,0,178.63
1309,control,0,101.92
1310,control,0,127.39
1311,control,0,217.96
1312,control,0,72.62
1313,control,0,123.02
1314,control,0,84.99
1315,control,0,78.58
1316,control,0,121.61
1317,control,0,98.55
1318,control,0,133.57
1319,control,0,188.33
1320,control,0,104.95
1321,control,0,61.91
1322,control,0,188.49
1323,control,0,104.55
1324,control,1,259.67
1325,control,0,125.46
1326,control,0,141.84
1327,control,0,11.75
1328,control,0,80.3
1329,control,0,13.25
1330,control,0,167.65
1331,control,0,145.09
1332,control,0,187.81
1333,control,1,198.44
1334,control,1,207.69
1335,control,0,136.5
1336,control,0,155.12
1337,control,0,184.74
1338,control,0,102.32
1339,control,0,93.72
1340,control,0,242.4
1341,control,0,41.63
1342,control,0,180.0
1343,control,0,170.47
1344,control,0,82.6
1345,control,0,109.93
1346,control,0,128.59
1347,control,0,163.0
1348,control,1,171.1
1349,control,0,148.14
1350,control,0,161.3
1351,control,0,189.57
1352,control,0,186.8
1353,control,0,242.06
1354,control,0,212.59
1355,control,0,151.07
1356,control,1,188.44
1357,control,0,175.43
1358,control,0,159.86
